"IDTransakcji","DataSprzedazy","DataWysylki","IDKanalu","Ilosc","CenaJednostkowa","Rabat","KosztJednostkowy","ProduktSurowy","KlientSurowy","Region","StatusZamowienia","NotatkaTechniczna","Kanal","TypKanalu"
"T013660","21-06-26","2026-06-25","K01","10","143.07","0","90.37","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0336  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013661","18-08-26","20-08-26","K01","4","84.18","0.1","38.29","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0067  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013662","06-09-25","07-09-25","K03","17","96.24","0.1","24.73","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0187  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013663","31-10-26","05-11-26","K01","5","98.03","0.1","46.86","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0324  ;  Detal","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013664","07-10-26","09-10-26","K01","2","112.22","0.05","65.17","P030 | Produkt szkoleniowy 30 | Elektronika","Klient 0495  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013665","21-10-25","22-10-25","K01","5","112.06","0.1","27.15","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0500  ;  Detal","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013666","11-11-26","13-11-26","K03","7","118.87","0.1","64.87","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0352  ;  Detal","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013667","2026-12-01","2026-12-04","K03","18","101.36","0.1","47.57","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0319  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013668","15-10-25","2025-10-22","K01","5","136.72","0.05","82.16","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0216  ;  Detal","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T013669","07-02-25","14-02-25","K01","1","96.59","0.05","62.43","P045 | Produkt szkoleniowy 45 | Komputery","Klient 0241  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013670","14-05-26","15-05-26","K03","16","158.12","0.05","93.52","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0159  ;  VIP","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013671","23-10-26","25-10-26","K02","4","86.01","0","43.05","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0401  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013672","27-02-26","2026-03-03","K01","10","81.47","0.1","48.79","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0007  ;  VIP","Zachód","W realizacji","legacy_source","Online","E-commerce"
"T013673","17-10-25","21-10-25","K01","9","155.15","0.2","90.14","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0104  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013674","03-10-25","05-10-25","K01","3","72.11","0","33.97","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0066  ;  B2C","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013675","2026-04-06","09-04-26","K03","7","141.32","0.05","34.87","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0379  ;  VIP","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013676","31-07-25","02-08-25","K02","2","107.35","0.05","62.83","P037 | Produkt szkoleniowy 37 | Komputery","Klient 0114  ;  B2C","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013677","29-06-25","06-07-25","K01","8","125.66","0","73.56","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0498    ;  B2C","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013678","04-06-26","2026-06-10","K01","6","68.62","0","32.85","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0316  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013679","06-06-25","08-06-25","K03","10","82.49","0.1","49.47","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0003  ;  VIP","Południe","Anulowane","legacy_source","Partner","B2B / Partner"
"T013680","17-09-25","2025-09-20","K01","3","89.17","0.05","44.33","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0183  ;  VIP","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T013681","06-05-25","2025-05-07","K01","10","112.84","0.1","67.31","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0327  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013682","2026-12-28","30-12-26","K03","16","130.74","0.2","31.34","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0253  ;  B2B","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013683","15-12-26","21-12-26","K01","2","139.48","0","81.07","P026 | Produkt szkoleniowy 26 | Elektronika","Klient 0453  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013684","02-12-26","05-12-26","K01","3","99.83","0","49.39","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0027  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013685","2026-10-16","20-10-26","K01","10","141.47","0","85.46","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0147  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013686","03-06-25","05-06-25","K01","9","95.25","0","55.83","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0195  ;  VIP","Wschód","Zrealizowane","import_batch_02","Online","E-commerce"
"T013687","30-12-25","02-01-26","K01","9","87.91","0","50.54","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0091  ;  VIP","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T013688","01-09-26","04-09-26","K03","4","106.34","0.05","52.03","P043 | Produkt szkoleniowy 43 | Akcesoria","Klient 0323  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013689","2026-10-12","14-10-26","K04","6","110.80","0","60.78","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0357  ;  B2B","Wschód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013690","2026-05-09","13-05-26","K02","5","90.68","0","51.30","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0379  ;  VIP","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T013691","2026-12-14","19-12-26","K01","8","120.43","0","66.18","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0276  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013692","20-11-26","21-11-26","K02","6","111.87","0.05","61.52","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0316  ;  Detal","Zachód","Anulowane","import_batch_02","Sklep","Retail"
"T013693","2026-12-01","2026-12-04","K02","2","143.71","0.05","92.69","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0265  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013694","15-04-26","2026-04-16","K01","4","65.16","0","32.21","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0017  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013695","05-11-26","07-11-26","K04","3","112.23","0","72.40","P045 | Produkt szkoleniowy 45 | Komputery","Klient 0383  ;  VIP","Południe","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013696","04-05-25","07-05-25","K04","1","120.05","0","27.99","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0073  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013697","18-06-25","2025-06-21","K02","4","97.96","0.1","46.31","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0466  ;  B2C","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013698","01-10-26","2026-10-03","K01","9","64.34","0.05","30.17","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0249    ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013699","14-12-26","18-12-26","K01","8","109.12","0.1","53.82","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0471  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013700","24-12-26","27-12-26","K01","2","66.51","0.05","29.93","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0115  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013701","06-07-26","10-07-26","K02","3","95.86","0.05","24.87","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0331  ;  VIP","Południe","W realizacji","import_batch_02","Sklep","Retail"
"T013702","2026-12-31","2027-01-03","K02","2","102.44","0.1","48.09","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0420  ;  Detal","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013703","09-01-26","2026-01-10","K02","5","90.41","0.05","44.93","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0455  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013704","15-08-25","17-08-25","K03","4","118.77","0.1","76.48","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0463  ;  VIP","Wschód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013705","09-11-26","2026-11-10","K03","14","103.36","0.1","66.11","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0364  ;  Detal","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013706","2025-11-17","22-11-25","K01","7","171.05","0.1","105.29","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0279  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013707","2026-10-06","09-10-26","K03","11","174.48","0.2","103.46","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0297  ;  B2B","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013708","06-11-26","2026-11-07","K02","4","118.51","0","68.43","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0011  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013709","12-01-26","2026-01-14","K01","9","153.74","0.1","90.45","P034 | Produkt szkoleniowy 34 | Elektronika","Klient 0236  ;  Detal","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013710","21-02-25","22-02-25","K02","6","101.96","0","26.11","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0213  ;  B2B","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T013711","13-08-26","2026-08-15","K01","7","170.87","0","101.53","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0057  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013712","2026-12-22","26-12-26","K02","3","105.02","0","26.64","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0410  ;  B2C","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013713","12-09-26","2026-09-15","K01","7","88.77","0","21.54","P028 | Produkt szkoleniowy 28 | Oprogramowanie","Klient 0017  ;  B2B","Południe","W realizacji","import_batch_02","Online","E-commerce"
"T013714","11-09-26","14-09-26","K03","18","104.10","0.1","46.57","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0475  ;  VIP","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013715","28-11-25","2025-12-02","K01","7","73.69","0","36.40","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0251  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013716","2026-05-31","03-06-26","K02","7","99.33","0","49.78","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0407  ;  VIP","Zachód","W realizacji","import_batch_02","Sklep","Retail"
"T013717","15-06-26","2026-06-17","K03","18","116.36","0.1","68.66","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0451  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013718","01-06-26","04-06-26","K02","5","64.64","0.1","30.85","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0403  ;  VIP","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013719","19-06-26","23-06-26","K02","2","98.03","0","47.63","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0485  ;  b2b","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013720","19-05-26","2026-05-24","K01","5","154.42","0","98.40","P049 | Produkt szkoleniowy 49 | Komputery","Klient 0035  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013721","2025-06-02","2025-06-03","K02","2","100.74","0","24.84","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0109  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013722","03-04-26","2026-04-05","K04","7","148.87","0","93.00","P029 | Produkt szkoleniowy 29 | Komputery","Klient 0097  ;  b2b","Zachód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013723","20-10-26","23-10-26","K04","6","115.07","0","68.61","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0395  ;  VIP","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013724","2026-01-28","01-02-26","K03","18","70.23","0.05","33.02","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0349  ;  B2B","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013725","2026-07-01","2026-07-05","K01","9","88.92","0","43.36","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0246  ;  B2C","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013726","16-11-26","2026-11-18","K02","4","74.02","0.05","33.70","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0225  ;  B2B","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T013727","2025-06-18","2025-06-22","K04","7","129.44","0.1","33.82","P016 | Produkt szkoleniowy 16 | Oprogramowanie","Klient 0263  ;  VIP","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013728","2026-09-24","2026-09-27","K01","9","144.52","0.1","34.75","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0441  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013729","02-06-26","03-06-26","K03","12","165.81","0.05","98.35","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0139  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013730","04-07-25","08-07-25","K01","5","153.46","0.2","90.63","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0443  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T013731","25-11-26","26-11-26","K02","4","120.34","0.2","67.37","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0240  ;  Detal","Wschód","W realizacji","import_batch_02","Sklep","Retail"
"T013732","14-10-25","2025-10-19","K01","1","206.39","0","120.47","P025 | Produkt szkoleniowy 25 | Komputery","Klient 0115  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013733","04-06-26","2026-06-07","K04","2","89.46","0","20.92","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0020  ;  Detal","Zachód","W realizacji","legacy_source","Telefon","Inside Sales"
"T013734","17-11-25","2025-11-21","K01","7","102.80","0.05","61.63","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0327  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013735","13-11-26","15-11-26","K02","3","64.45","0","16.34","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0137  ;  B2B","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T013736","2026-09-13","15-09-26","K01","8","105.35","0","25.57","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0161  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013737","2026-10-13","2026-10-17","K03","13","111.29","0.1","70.57","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0317  ;  B2B","Zachód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T013738","30-11-26","01-12-26","K02","4","179.57","0.05","112.45","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0289  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013739","2025-12-22","26-12-25","K02","5","143.96","0","84.55","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0472  ;  Detal","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T013740","06-10-25","12-10-25","K01","4","70.10","0","17.46","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0085  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T013741","26-11-25","27-11-25","K03","16","105.37","0.05","61.06","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0499  ;  VIP","Południe","W realizacji","legacy_source","Partner","B2B / Partner"
"T013742","2026-11-23","24-11-26","K03","4","80.83","0.1","38.06","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0024  ;  Detal","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T013743","23-10-26","26-10-26","K02","1","96.85","0","47.95","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0400  ;  Detal","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T013744","29-06-26","02-07-26","K01","5","136.88","0.05","81.07","P037 | Produkt szkoleniowy 37 | Komputery","Klient 0072  ;  Detal","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T013745","2026-05-01","05-05-26","K02","3","71.35","0.1","33.26","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0113  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T013746","12-06-26","14-06-26","K04","1","91.59","0.05","41.99","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0023  ;  VIP","Południe","Anulowane","import_batch_02","Telefon","Inside Sales"
"T013747","14-11-25","2025-11-16","K01","8","135.79","0","80.62","P050 | Produkt szkoleniowy 50 | Elektronika","Klient 0363  ;  VIP","Południe","W realizacji","legacy_source","Online","E-commerce"
"T013748","27-11-26","29-11-26","K01","10","99.77","0.2","45.01","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0141  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T013749","31-03-25","2025-04-04","K04","5","101.85","0.1","56.15","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0493  ;  B2B","Północ","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T013750","19-11-25","22-11-25","K04","5","126.26","0","72.37","P034 | Produkt szkoleniowy 34 | Elektronika","Klient 0321  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T013751","06-04-26","2026-04-09","K02","1","71.79","0.05","35.64","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0025  ;  B2B","Zachód","W realizacji","legacy_source","Sklep","Retail"
"T013752","2026-11-17","19-11-26","K03","12","137.12","0.05","82.36","P001 | Produkt szkoleniowy 01 | Komputery","Klient 0237  ;  B2B","Zachód","W realizacji","import_batch_02","Partner","B2B / Partner"
